Kompetenzelement,Frage,Antwortmöglichkeit,Ergänzende Informationen
04.05.02 Anforderungen und Ziele,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories",a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. ,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories"
04.05.02 Anforderungen und Ziele,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories",a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. ,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories"
04.05.02 Anforderungen und Ziele,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories",a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. ,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories"
04.05.02 Anforderungen und Ziele,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories",a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. ,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories"
04.05.02 Anforderungen und Ziele,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories",a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. ,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories"
04.05.02 Anforderungen und Ziele,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories",a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. ,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories"
04.05.02 Anforderungen und Ziele,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories",a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. ,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories"
04.05.02 Anforderungen und Ziele,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories",a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. ,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories"
04.05.02 Anforderungen und Ziele,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories",a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. ,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories"
04.05.02 Anforderungen und Ziele,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories",a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. ,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories"
04.05.02 Anforderungen und Ziele,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories",a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. ,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories"
04.05.02 Anforderungen und Ziele,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories",a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. ,"Für die Formulierung der Anforderungen gibt es in Scrum feste Vorgaben. Welche Aussagen gelten für die Formulierung der Anforderungen an das Produkt / Projekt? Markieren Sie die falsche Antwort.  
Problemtext
a) die Anforderungen werden im Produkt Backlog in Form von Epics und Userstorys definiert. 
b) eine User Story hat das Format Als (Rolle) möchte ich (Ziel/ Wunsch/Funktion) um (Nutzen). 
c) Eine Userstory sollte in einem Sprint fertiggestellt werden. 
d) Epics sind länger dauernde User Stories"
04.05.03 Leistungsumfang und Lieferobjekte,Darf in einem Projekt nur eine Gliederungart im PSP verwendet werden? Begründen sie ihre Antwort  ,"Nein. Der PSP kann mehrere Gliederungsarten kombinieren (z. B. Phasen + Funktionen + Organisationseinheiten). Das ermöglicht bessere Übersichtlichkeit und klare Verantwortlichkeiten, besonders bei komplexen Projekten.
Es gibt jedoch eine wichtige Regel:
Innerhalb einer einzelnen Gliederungsebene darf keine Vermischung stattfinden",Darf in einem Projekt nur eine Gliederungart im PSP verwendet werden? Begründen sie ihre Antwort  
04.05.03 Leistungsumfang und Lieferobjekte,"Definieren Sie den Begriff ""Konfiguration"" im Projektmanagement.","Konfiguration = definierter Zustand aller Projektelemente zu einem Zeitpunkt
/ Ausprägung, Merkmale und Struktur eines Produkts (Lieferobjektes), wie sie im Anforderungsprofil festgelegt, in den zugehörigen Dokumenten und Spezifikationen beschrieben und im Produkt verwirklicht sind.","Definieren Sie den Begriff ""Konfiguration"" im Projektmanagement."
04.05.03 Leistungsumfang und Lieferobjekte,Erklären Sie den Begriff „User Story“.,"""User Story"" ist eine Kundenanforderung in Form einer Anwendererzählung aus Sicht des Anwenders: Wer /Was/Warum
",Erklären Sie den Begriff „User Story“.
04.05.03 Leistungsumfang und Lieferobjekte,"Für Release Planung werden oft Story Maps verwendet. Welche Aussagen gelten über eine Story Map? Markieren Sie die Antwort, die am wenigsten zutrifft.
a) Eine Story Map strukturiert die Menge der User Stories nach Features, alternativ auch Themes genannt.
b) Die Story Map wird zur Strukturierung und Dokumentation der User Stories für die Stakeholder verwendet.
c) Eine Story Map strukturiert vom Abstraktem (Epic) zum Konkreten (User Story).
d) Die drei Ebenen der Story Map repräsentieren unterschiedliche Zeitskalen der Umsetzung und ergeben so eine Roadmap.",D) Die drei Ebenen der Story Map repräsentieren unterschiedliche Zeitskalen der Umsetzung und ergeben so eine Roadmap.,"Für Release Planung werden oft Story Maps verwendet. Welche Aussagen gelten über eine Story Map? Markieren Sie die Antwort, die am wenigsten zutrifft.
a) Eine Story Map strukturiert die Menge der User Stories nach Features, alternativ auch Themes genannt.
b) Die Story Map wird zur Strukturierung und Dokumentation der User Stories für die Stakeholder verwendet.
c) Eine Story Map strukturiert vom Abstraktem (Epic) zum Konkreten (User Story).
d) Die drei Ebenen der Story Map repräsentieren unterschiedliche Zeitskalen der Umsetzung und ergeben so eine Roadmap."
04.05.03 Leistungsumfang und Lieferobjekte,Geben Sie drei (3) Strukturelemente eines PSP an. Erläutern Sie den Zusammenhang zwischen diesen Strukturelementen.,"1. Wurzelelement
2. Teil/ Aufgaben/Teilprojekte
3. Arbeitspakete
Die Darstellung erfolgt hierarchisch und unterteilt das Projekt in immer kleinere Elemente
",Geben Sie drei (3) Strukturelemente eines PSP an. Erläutern Sie den Zusammenhang zwischen diesen Strukturelementen.
